,target,id,date,flag,user,text
650770,0,2237668860,Fri Jun 19 06:10:37 PDT 2009,NO_QUERY,karleeeeeta,I want to watch Lady Gaga's concert on August 11 soooo bad  I hope they'll change the date because Aug. 11 is a Tuesday :|
642913,0,2235628786,Fri Jun 19 01:40:45 PDT 2009,NO_QUERY,Maggotron,@Cymon Deaf deaf deaf deaf.... doesn't sound right.. no sound at all!  haha
1397401,4,2053958529,Sat Jun 06 06:11:12 PDT 2009,NO_QUERY,henryluces,@slaughter3009 pls say my regards to jessica. i hope she can come to the philippine leg of the tour. i bought tickets to see her 
1385890,4,2052788357,Sat Jun 06 02:01:33 PDT 2009,NO_QUERY,rhix,misses someone a lot... 
424870,0,2063198120,Sun Jun 07 01:43:40 PDT 2009,NO_QUERY,leenibeeni,"Just made a bunch of gyoza, worked a 13 hour shift.. All for free.. To help my dad..  I'm so fucking tired. Spa please!"
906050,4,1695280154,Mon May 04 05:43:44 PDT 2009,NO_QUERY,andreacook,@taracasper what are you doing here? I thought you were back at work today! 
1290549,4,2002763452,Tue Jun 02 05:05:58 PDT 2009,NO_QUERY,trswift,@phyliciasian ohh k lols. THANKYOU for letting me know 
293912,0,1996454817,Mon Jun 01 15:06:41 PDT 2009,NO_QUERY,patricepatrice,"I'm supposed to take science MCAS this week, but I haven't had science class since January! I might just fail this. "
978030,4,1833793470,Mon May 18 00:28:57 PDT 2009,NO_QUERY,kimberlyly,New update on the movie - Angels &amp; Demons! -&gt; http://theendlessroadofmylife.blogspot.com/ P/S: Please click on the ads!  Thanks and enjoy!
1593571,4,2191949611,Tue Jun 16 06:15:14 PDT 2009,NO_QUERY,ratiitut,"eat noodle ! hmm,full ! "
1103,0,1468080516,Mon Apr 06 23:36:22 PDT 2009,NO_QUERY,one_sock,At mobilityvic.org launch.  No grog  nice video from PWC though
93477,0,1770675131,Mon May 11 21:56:54 PDT 2009,NO_QUERY,kITAkATTmONROE,@phillythug215 hey love i checked u out earlier on blogtv but u were playing a bunch of vids 
1518215,4,2175933520,Mon Jun 15 02:25:26 PDT 2009,NO_QUERY,mags_place,"@JanisSharp Hi Janis  I'm good thanks, still trying to wake up lol how are you?"
370682,0,2050203690,Fri Jun 05 18:15:08 PDT 2009,NO_QUERY,Julie1205,wtf i missed the damn song 
824760,4,1556315127,Sat Apr 18 22:22:27 PDT 2009,NO_QUERY,homelife82,@bearheadedgirl been watching the marathon all day with my kids. I love those movies! 
439235,0,2066387415,Sun Jun 07 10:25:28 PDT 2009,NO_QUERY,mikeybyrd,OMG I am zombified after the past two weeks...I thought comics were easy. 
1385076,4,2052713262,Sat Jun 06 01:44:04 PDT 2009,NO_QUERY,refaktor,@sparkica you're welcome 
624546,0,2229936690,Thu Jun 18 16:24:55 PDT 2009,NO_QUERY,GoldyMom,@Stew68 hahaha...funny question...I have to stay in bed til *Manic Monday*...doctors orders 
668078,0,2245814122,Fri Jun 19 16:40:38 PDT 2009,NO_QUERY,suboatto,@tommcfly hi toom!! why do you say hi if you don't read your messages?? 
373188,0,2050948629,Fri Jun 05 19:35:06 PDT 2009,NO_QUERY,SwaySwayJessi,"aaargh, im sick and cant talk  "
372101,0,2050621973,Fri Jun 05 19:00:11 PDT 2009,NO_QUERY,Dirty_lil_Girl,"@ItBeMeT If I could, I would. "
541154,0,2199989259,Tue Jun 16 18:17:01 PDT 2009,NO_QUERY,alanagwinner,@LynZ_Ann go to work from home! But we'll see if they decide on that or just lay us off too  I hate waiting in limbo...
1460929,4,2063888947,Sun Jun 07 04:28:15 PDT 2009,NO_QUERY,wilsoncounselli,"Just had a bracing walk to ritheram central, managed to avoid the rain  #onlinevents http://yfrog.com/58bnmkj"
885941,4,1686615388,Sun May 03 06:08:48 PDT 2009,NO_QUERY,kerching,Having done the dogwalking thing and now lunching i am considering an afternoon sat outside the pub 
162433,0,1957543156,Fri May 29 00:50:01 PDT 2009,NO_QUERY,sickophantikmnd,This place blows! My UberTwitter isn't functioning here! Had to switch to TB 
902964,4,1694531143,Mon May 04 03:02:46 PDT 2009,NO_QUERY,Quanghaipk,"@se7en.up cï¿½m on anh  ko the chiu no~i noi nhï¿½ Tifa roi :-D, thang Cloud danh dam gi mac ke no :&quot;&gt;"
1359636,4,2048495728,Fri Jun 05 15:17:34 PDT 2009,NO_QUERY,_45ygb_,"Didn't plan on napping, but it was nice "
1325613,4,2015153094,Wed Jun 03 03:51:47 PDT 2009,NO_QUERY,endlessblush,"@Barney21 i've been out most the evening shopping, the house is cold, but the heater is slowly getting it warm - got the ugg boots on  "
174394,0,1964501088,Fri May 29 14:20:10 PDT 2009,NO_QUERY,Jonathannnnn,i really cant take this. 
468052,0,2175913843,Mon Jun 15 02:21:56 PDT 2009,NO_QUERY,caitlinnnc,@tcharles and so is hers. And I won't have a ride!!!  I am going to cry! Blah. Blah blah! I wanted to go!
409289,0,2059610319,Sat Jun 06 17:16:45 PDT 2009,NO_QUERY,Sam_Symons,"@seventhapollo Yeah, it's quite a hassle sometimes. Even sitting inside, facing away from the window, I can see all the trees, etc. "
1453789,4,2063262966,Sun Jun 07 01:58:16 PDT 2009,NO_QUERY,lisabeaney,@saraclaridge1 Sounds good ! I have a fairly hectic couple of weeks but I love coming over to brighton  some great locations for photos !
858807,4,1675861674,Fri May 01 20:30:22 PDT 2009,NO_QUERY,vyzion360,@rugby8 Awesome! I hope you have the most rockin' out time! 
406869,0,2059033959,Sat Jun 06 16:06:56 PDT 2009,NO_QUERY,celine_x,Today is going to be busy D: I miss @AnIndelibleLove 
497844,0,2186019868,Mon Jun 15 18:14:28 PDT 2009,NO_QUERY,FTSKBrittanyy,@alifeofourown I would but my mommy just paid $30 and now she's broke in her account. I'm sorry! 
483699,0,2180490147,Mon Jun 15 10:32:30 PDT 2009,NO_QUERY,alliegriz,Sitting in my car listening to World Soccer Daily. 15 mins left for lunch. 
823317,4,1555934288,Sat Apr 18 21:07:24 PDT 2009,NO_QUERY,MegYo91,going to go pick up a swag 
1468449,4,2064753758,Sun Jun 07 07:05:19 PDT 2009,NO_QUERY,crm_rocks,@bh88keys you should get the toysrus visa - you can earn points  I'm an RM junkie
587539,0,2216354531,Wed Jun 17 19:22:21 PDT 2009,NO_QUERY,suewaters,@Dramagirl that is nasty laughing at me 
314946,0,2002090517,Tue Jun 02 03:06:34 PDT 2009,NO_QUERY,tristramtaylor,Uh oh. I promised myself not to do another 50hr week. Looks like I've breaking that; two 12 hr days in a row. 
1135793,4,1976519356,Sat May 30 18:20:32 PDT 2009,NO_QUERY,zgirl_5,http://twitpic.com/6axjw - Fixed the carburetor and got it running.  All is right with the world.  
1423449,4,2058691475,Sat Jun 06 15:26:30 PDT 2009,NO_QUERY,LukeGodfrey,Watching Signs with Alex... And Frankie  Film sucks!!
371552,0,2050454730,Fri Jun 05 18:41:53 PDT 2009,NO_QUERY,Violetta007,"@juicystar007 awww, therefore no video for today ?  not going to show us your shoes!!!"
958993,4,1825885656,Sun May 17 07:07:33 PDT 2009,NO_QUERY,EsZac,yey just 3 month! 
197155,0,1970945170,Sat May 30 05:44:44 PDT 2009,NO_QUERY,braddunbar,"Installing sp2 for vista, says it could take over an hour. What the hell am I supposed to do for over an hour?  "
1151277,4,1978545781,Sat May 30 23:41:47 PDT 2009,NO_QUERY,APerchedDove,@niteguardianx    I know.
471084,0,2176555210,Mon Jun 15 04:10:53 PDT 2009,NO_QUERY,teddib,@petereckel i am totally jealous!!! i want a new bed 
600330,0,2220882177,Thu Jun 18 04:12:08 PDT 2009,NO_QUERY,boltboltbolt,Lead Me Lord..... 
845435,4,1564220101,Mon Apr 20 02:23:36 PDT 2009,NO_QUERY,bronaghbear,@C_Elizabethxo Hahah.Really? That's amazing 
1150160,4,1978419702,Sat May 30 23:18:05 PDT 2009,NO_QUERY,bazanna,@Wealthy23 well thank you!! that's very nice of you to say 
1159901,4,1979383458,Sun May 31 02:48:43 PDT 2009,NO_QUERY,MythosEngineer,@samuelamadeus doing okay  how you today?
1142920,4,1977364198,Sat May 30 20:48:56 PDT 2009,NO_QUERY,bsbaegirl,Just bought plane tickets to Minneapolis...ahhhh 
741893,0,2266395051,Sun Jun 21 08:25:59 PDT 2009,NO_QUERY,mattswtmn,@kateswtmn have fun. i'll miss you. 
989077,4,1834833123,Mon May 18 04:20:53 PDT 2009,NO_QUERY,kazliz86,listening to 98 for some MAD MONEY  Always enter these things but NEVER win but sure keep trying eah!
580544,0,2213986568,Wed Jun 17 16:06:41 PDT 2009,NO_QUERY,Darko_Kun,@CtrlAltStacy it's jalbroken just not released yet 
1069898,4,1966005665,Fri May 29 16:56:53 PDT 2009,NO_QUERY,SandraRose,@AritheMack U don't have to thank me. I was happy to do it. 
1192827,4,1984141216,Sun May 31 14:31:19 PDT 2009,NO_QUERY,CelaMaria,"@esdi YOU ARE THE CHAMPION, MY FRIIIIEEEND! YOU KEEP ON FIIIIIGHTING TIL THE END!! So proud of you "
1346353,4,2044289465,Fri Jun 05 09:08:32 PDT 2009,NO_QUERY,hip_hip_jorge,@TheArtOfKaren Interesting food for thought! I love that tree example! It never gets old! 
471872,0,2176716489,Mon Jun 15 04:35:04 PDT 2009,NO_QUERY,Carriee_,probably should have started reading at least one of my english texts by now ... 
1475248,4,2065871198,Sun Jun 07 09:27:18 PDT 2009,NO_QUERY,iangnm,"@buhrayaaan oh yeah, that song is cool. i love it too. especially the fast lyrics. gnight "
